step,time_s,dt_s,midpoint_radius_m,radius_m,midpoint_air_temperature_C,midpoint_air_moisture_kgkg,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_balance_residual,moisture_balance_residual,temperature_boundary_flux,moisture_boundary_flux,max_moisture_kgkg,max_xi,max_radius_m
81,81.000000,1.000000,1.994320277778e-02,1.994285000000e-02,2.875486666667e+01,2.019425000000e-02,4,1.989520e-13,1.337153e-12,2.548501e-16,2.648971e-16,2.648971e-16,-2.675404e-08,7.372575e-18,7.973452e+02,-8.011550e-05,2.550000000000e+00,9.500000000000e-02,1.894570750000e-03
82,82.000000,1.000000,1.994249722222e-02,1.994214444444e-02,2.876593333333e+01,2.020275000000e-02,4,2.486900e-13,1.382894e-12,1.911416e-16,2.649485e-16,2.649485e-16,-1.567207e-08,3.249896e-17,8.082793e+02,-8.000781e-05,2.550000000000e+00,5.625000000000e-01,1.121745625000e-02
83,83.000000,1.000000,1.994179166667e-02,1.994143888889e-02,2.877700000000e+01,2.021125000000e-02,4,2.344791e-13,1.427303e-12,2.548605e-16,2.120006e-16,2.548605e-16,-3.216269e-08,2.833833e-17,8.191922e+02,-7.990103e-05,2.550000000000e+00,3.975000000000e-01,7.926721958333e-03
84,84.000000,1.000000,1.994108611111e-02,1.994073333333e-02,2.878806666667e+01,2.021975000000e-02,4,2.167155e-13,1.470379e-12,1.911489e-16,2.120431e-16,2.120431e-16,-2.048557e-08,4.106416e-18,8.300844e+02,-7.979514e-05,2.550000000000e+00,8.750000000000e-02,1.744814166667e-03
85,85.000000,1.000000,1.994038055556e-02,1.994002777778e-02,2.879913333333e+01,2.022825000000e-02,4,2.948752e-13,1.514344e-12,1.911523e-16,2.651078e-16,2.651078e-16,1.701687e-08,2.453007e-17,8.409560e+02,-7.969012e-05,2.550000000000e+00,8.500000000000e-02,1.694902361111e-03
86,86.000000,1.000000,1.993967500000e-02,1.993932222222e-02,2.881020000000e+01,2.023675000000e-02,4,1.527667e-13,1.556533e-12,2.548740e-16,2.651608e-16,2.651608e-16,3.216201e-09,6.640738e-18,8.518075e+02,-7.958597e-05,2.550000000000e+00,8.750000000000e-02,1.744690694444e-03
87,87.000000,1.000000,1.993896944444e-02,1.993861666667e-02,2.882126666667e+01,2.024525000000e-02,4,2.025047e-13,1.600498e-12,3.185974e-16,2.652087e-16,3.185974e-16,-1.396404e-08,2.095221e-17,8.626390e+02,-7.948266e-05,2.550000000000e+00,9.000000000000e-02,1.794475500000e-03
88,88.000000,1.000000,1.993826388889e-02,1.993791111111e-02,2.883233333333e+01,2.025375000000e-02,4,2.771117e-13,1.642686e-12,1.911612e-16,2.652573e-16,2.652573e-16,-1.687567e-08,5.800482e-18,8.734509e+02,-7.938018e-05,2.550000000000e+00,3.962500000000e-01,7.900397277778e-03
89,89.000000,1.000000,1.993755833333e-02,1.993720555556e-02,2.884340000000e+01,2.026225000000e-02,4,1.527667e-13,1.685097e-12,1.911637e-16,3.183681e-16,3.183681e-16,3.956416e-09,1.532791e-17,8.842433e+02,-7.927851e-05,2.550000000000e+00,4.712500000000e-01,9.395408118056e-03
90,90.000000,1.000000,1.993685277778e-02,1.993650000000e-02,2.885446666667e+01,2.027075000000e-02,4,3.197442e-13,1.726175e-12,2.548880e-16,2.653569e-16,2.653569e-16,-3.014463e-08,-1.992221e-18,8.950165e+02,-7.917764e-05,2.550000000000e+00,4.700000000000e-01,9.370155000000e-03
91,91.000000,1.000000,1.993614722222e-02,1.993579444444e-02,2.886553333333e+01,2.027925000000e-02,4,1.989520e-13,1.767475e-12,1.911677e-16,3.184894e-16,3.184894e-16,6.927087e-08,-8.660065e-18,9.057707e+02,-7.907756e-05,2.550000000000e+00,5.662500000000e-01,1.128864360417e-02
92,92.000000,1.000000,1.993544166667e-02,1.993508888889e-02,2.887660000000e+01,2.028775000000e-02,4,2.309264e-13,1.808331e-12,1.911684e-16,3.185492e-16,3.185492e-16,-3.485479e-08,-1.309174e-17,9.165061e+02,-7.897826e-05,2.550000000000e+00,4.700000000000e-01,9.369491777778e-03
93,93.000000,1.000000,1.993473611111e-02,1.993438333333e-02,2.888766666667e+01,2.029625000000e-02,4,2.344791e-13,1.848299e-12,1.911689e-16,2.124023e-16,2.124023e-16,-7.707058e-09,3.064226e-17,9.272230e+02,-7.887971e-05,2.550000000000e+00,9.125000000000e-02,1.819012479167e-03
94,94.000000,1.000000,1.993403055556e-02,1.993367777778e-02,2.889873333333e+01,2.030475000000e-02,4,2.700062e-13,1.888933e-12,2.548923e-16,3.186585e-16,3.186585e-16,-3.867387e-08,3.428789e-18,9.379216e+02,-7.878191e-05,2.550000000000e+00,4.675000000000e-01,9.318994361111e-03
95,95.000000,1.000000,1.993332500000e-02,1.993297222222e-02,2.890980000000e+01,2.031325000000e-02,4,2.202682e-13,1.928013e-12,2.548925e-16,2.655953e-16,2.655953e-16,1.681883e-09,-1.634435e-17,9.486020e+02,-7.868485e-05,2.550000000000e+00,4.687500000000e-01,9.343580729167e-03
96,96.000000,1.000000,1.993261944444e-02,1.993226666667e-02,2.892086666667e+01,2.032175000000e-02,4,2.629008e-13,1.966871e-12,1.911693e-16,2.656425e-16,2.656425e-16,1.787168e-08,2.679335e-17,9.592645e+02,-7.858851e-05,2.550000000000e+00,1.750000000000e-01,3.488146666667e-03
97,97.000000,1.000000,1.993191388889e-02,1.993156111111e-02,2.893193333333e+01,2.033025000000e-02,4,2.415845e-13,2.005063e-12,2.548921e-16,2.656904e-16,2.656904e-16,4.374101e-09,-8.131516e-19,9.699092e+02,-7.849288e-05,2.550000000000e+00,6.675000000000e-01,1.330431704167e-02
98,98.000000,1.000000,1.993120833333e-02,1.993085555556e-02,2.894300000000e+01,2.033875000000e-02,4,2.913225e-13,2.044365e-12,1.911687e-16,2.657388e-16,2.657388e-16,-1.837270e-08,-1.843144e-18,9.805363e+02,-7.839795e-05,2.550000000000e+00,4.687500000000e-01,9.342588541667e-03
99,99.000000,1.000000,1.993050277778e-02,1.993015000000e-02,2.895406666667e+01,2.034725000000e-02,4,2.486900e-13,2.083000e-12,2.548908e-16,2.657812e-16,2.657812e-16,1.557737e-09,5.827587e-19,9.911460e+02,-7.830371e-05,2.550000000000e+00,6.675000000000e-01,1.330337512500e-02
100,100.000000,1.000000,1.992979722222e-02,1.992944444444e-02,2.896513333333e+01,2.035575000000e-02,4,2.735590e-13,2.120304e-12,2.548897e-16,2.658243e-16,2.658243e-16,-2.868205e-09,8.483882e-18,1.001738e+03,-7.821015e-05,2.550000000000e+00,1.712500000000e-01,3.412917361111e-03
101,101.000000,1.000000,1.992909166667e-02,1.992873888889e-02,2.897620000000e+01,2.036425000000e-02,4,3.268497e-13,2.158496e-12,2.548885e-16,3.190417e-16,3.190417e-16,-1.373678e-09,9.513874e-18,1.012314e+03,-7.811725e-05,2.550000000000e+00,5.712500000000e-01,1.138429209028e-02
102,102.000000,1.000000,1.992838611111e-02,1.992803333333e-02,2.898726666667e+01,2.037275000000e-02,4,4.085621e-13,2.195355e-12,1.911653e-16,2.127299e-16,2.127299e-16,-1.932460e-08,-1.859407e-17,1.022872e+03,-7.802501e-05,2.550000000000e+00,1.462500000000e-01,2.914474875000e-03
103,103.000000,1.000000,1.992768055556e-02,1.992732777778e-02,2.899833333333e+01,2.038125000000e-02,4,3.232969e-13,2.232881e-12,1.911640e-16,2.659573e-16,2.659573e-16,4.038043e-08,-3.371869e-17,1.033414e+03,-7.793342e-05,2.550000000000e+00,1.512500000000e-01,3.014008326389e-03
104,104.000000,1.000000,1.992697500000e-02,1.992662222222e-02,2.900940000000e+01,2.038975000000e-02,4,5.151435e-13,2.269962e-12,1.911625e-16,3.192035e-16,3.192035e-16,5.745960e-09,-1.333569e-17,1.043939e+03,-7.784247e-05,2.550000000000e+00,1.075000000000e-01,2.142111888889e-03
105,105.000000,1.000000,1.992626944444e-02,1.992591666667e-02,2.902046666667e+01,2.039825000000e-02,4,3.019807e-13,2.305045e-12,1.911609e-16,2.660452e-16,2.660452e-16,-3.149330e-08,-2.229391e-17,1.054447e+03,-7.775214e-05,2.550000000000e+00,1.512500000000e-01,3.013794895833e-03
106,106.000000,1.000000,1.992556388889e-02,1.992521111111e-02,2.903153333333e+01,2.040675000000e-02,4,3.055334e-13,2.341016e-12,2.548788e-16,2.660855e-16,2.660855e-16,-2.590673e-08,1.359318e-17,1.064940e+03,-7.766243e-05,2.550000000000e+00,4.675000000000e-01,9.315036194444e-03
107,107.000000,1.000000,1.992485833333e-02,1.992450555556e-02,2.904260000000e+01,2.041525000000e-02,4,3.943512e-13,2.378098e-12,1.911572e-16,3.725771e-16,3.725771e-16,-3.180958e-08,1.612751e-18,1.075416e+03,-7.757333e-05,2.550000000000e+00,4.700000000000e-01,9.364517611111e-03
108,108.000000,1.000000,1.992415277778e-02,1.992380000000e-02,2.905366666667e+01,2.042375000000e-02,4,2.913225e-13,2.413625e-12,2.548734e-16,2.129344e-16,2.548734e-16,6.903520e-09,-9.581637e-18,1.085876e+03,-7.748483e-05,2.550000000000e+00,4.675000000000e-01,9.314376500000e-03
109,109.000000,1.000000,1.992344722222e-02,1.992309444444e-02,2.906473333333e+01,2.043225000000e-02,4,2.593481e-13,2.448708e-12,1.911526e-16,2.662100e-16,2.662100e-16,1.436092e-09,-7.047314e-19,1.096320e+03,-7.739693e-05,2.550000000000e+00,4.700000000000e-01,9.363854388889e-03
110,110.000000,1.000000,1.992274166667e-02,1.992238888889e-02,2.907580000000e+01,2.044075000000e-02,4,2.984279e-13,2.484013e-12,2.548655e-16,3.195031e-16,3.195031e-16,2.173601e-08,-6.844026e-18,1.106748e+03,-7.730960e-05,2.550000000000e+00,4.662500000000e-01,9.288813819444e-03
111,111.000000,1.000000,1.992203611111e-02,1.992168333333e-02,2.908686666667e+01,2.044925000000e-02,4,2.735590e-13,2.517320e-12,1.911455e-16,2.662957e-16,2.662957e-16,1.974468e-08,-9.215718e-19,1.117161e+03,-7.722285e-05,2.550000000000e+00,1.025000000000e-01,2.041972541667e-03
112,112.000000,1.000000,1.992133055556e-02,1.992097777778e-02,2.909793333333e+01,2.045775000000e-02,4,3.801404e-13,2.553513e-12,2.548557e-16,3.196005e-16,3.196005e-16,-1.222429e-08,-1.471804e-17,1.127558e+03,-7.713667e-05,2.550000000000e+00,1.500000000000e-01,2.988146666667e-03
113,113.000000,1.000000,1.992062500000e-02,1.992027222222e-02,2.910900000000e+01,2.046625000000e-02,4,3.019807e-13,2.587930e-12,2.548505e-16,2.663720e-16,2.663720e-16,4.852336e-08,7.901123e-18,1.137939e+03,-7.705105e-05,2.550000000000e+00,1.512500000000e-01,3.012941173611e-03
114,114.000000,1.000000,1.991991944444e-02,1.991956666667e-02,2.912006666667e+01,2.047475000000e-02,4,2.877698e-13,2.621015e-12,2.548450e-16,3.196928e-16,3.196928e-16,-1.860076e-08,-1.114018e-17,1.148306e+03,-7.696598e-05,2.550000000000e+00,4.662500000000e-01,9.287497958333e-03
115,115.000000,1.000000,1.991921388889e-02,1.991886111111e-02,2.913113333333e+01,2.048325000000e-02,4,2.806644e-13,2.655431e-12,3.185493e-16,2.664499e-16,3.185493e-16,1.508738e-08,1.290201e-17,1.158657e+03,-7.688145e-05,2.550000000000e+00,3.987500000000e-01,7.942645868056e-03
116,116.000000,1.000000,1.991850833333e-02,1.991815555556e-02,2.914220000000e+01,2.049175000000e-02,4,3.659295e-13,2.688960e-12,1.911252e-16,2.664896e-16,2.664896e-16,2.489060e-09,3.712037e-17,1.168993e+03,-7.679746e-05,2.550000000000e+00,1.000000000000e-01,1.991815555556e-03
117,117.000000,1.000000,1.991780277778e-02,1.991745000000e-02,2.915326666667e+01,2.050025000000e-02,4,3.801404e-13,2.721823e-12,1.911207e-16,3.198358e-16,3.198358e-16,-3.243053e-08,-1.551764e-17,1.179314e+03,-7.671400e-05,2.550000000000e+00,4.737500000000e-01,9.435891937500e-03
118,118.000000,1.000000,1.991709722222e-02,1.991674444444e-02,2.916433333333e+01,2.050875000000e-02,4,4.689582e-13,2.754907e-12,2.548214e-16,3.198842e-16,3.198842e-16,-6.309847e-09,-1.928525e-17,1.189621e+03,-7.663105e-05,2.550000000000e+00,1.000000000000e-01,1.991674444444e-03
119,119.000000,1.000000,1.991639166667e-02,1.991603888889e-02,2.917540000000e+01,2.051725000000e-02,4,3.375078e-13,2.788214e-12,1.911112e-16,2.666057e-16,2.666057e-16,-4.904678e-09,-6.464555e-18,1.199912e+03,-7.654863e-05,2.550000000000e+00,1.075000000000e-01,2.140974180556e-03
120,120.000000,1.000000,1.991568611111e-02,1.991533333333e-02,2.918646666667e+01,2.052575000000e-02,4,5.506706e-13,2.820633e-12,2.548084e-16,2.666417e-16,2.666417e-16,6.158984e-08,6.586528e-18,1.210189e+03,-7.646671e-05,2.550000000000e+00,1.062500000000e-01,2.116004166667e-03
121,121.000000,1.000000,1.991498055556e-02,1.991462777778e-02,2.919610000000e+01,2.053391666667e-02,4,4.298784e-13,2.820411e-12,2.548017e-16,2.666782e-16,2.666782e-16,-2.196248e-08,-1.069294e-17,1.218688e+03,-7.638531e-05,2.550000000000e+00,9.875000000000e-02,1.966569493056e-03
122,122.000000,1.000000,1.991427500000e-02,1.991392222222e-02,2.920430000000e+01,2.054175000000e-02,4,4.369838e-13,2.804423e-12,1.910963e-16,2.667151e-16,2.667151e-16,8.483767e-09,2.478757e-17,1.225442e+03,-7.630441e-05,2.550000000000e+00,9.750000000000e-02,1.941607416667e-03
123,123.000000,1.000000,1.991356944444e-02,1.991321666667e-02,2.921250000000e+01,2.054958333333e-02,4,3.304024e-13,2.807754e-12,2.547885e-16,3.201031e-16,3.201031e-16,6.191044e-08,4.323256e-18,1.232232e+03,-7.622399e-05,2.550000000000e+00,9.875000000000e-02,1.966430145833e-03
124,124.000000,1.000000,1.991286388889e-02,1.991251111111e-02,2.922070000000e+01,2.055741666667e-02,4,4.938272e-13,2.811973e-12,1.910864e-16,2.134324e-16,2.134324e-16,-5.133415e-09,6.274820e-18,1.239040e+03,-7.614406e-05,2.550000000000e+00,1.075000000000e-01,2.140594944444e-03
125,125.000000,1.000000,1.991215833333e-02,1.991180555556e-02,2.922890000000e+01,2.056525000000e-02,4,3.730349e-13,2.820189e-12,2.547753e-16,2.134632e-16,2.547753e-16,-2.696129e-08,2.466560e-18,1.245862e+03,-7.606459e-05,2.550000000000e+00,1.037500000000e-01,2.065849826389e-03
126,126.000000,1.000000,1.991145277778e-02,1.991110000000e-02,2.923710000000e+01,2.057308333333e-02,4,2.984279e-13,2.829514e-12,1.910765e-16,2.668629e-16,2.668629e-16,-2.641150e-08,-1.408108e-17,1.252694e+03,-7.598559e-05,2.550000000000e+00,5.512500000000e-01,1.097599387500e-02
127,127.000000,1.000000,1.991074722222e-02,1.991039444444e-02,2.924530000000e+01,2.058091666667e-02,4,4.085621e-13,2.841283e-12,2.547620e-16,2.668971e-16,2.668971e-16,-1.945114e-08,-4.350361e-18,1.259534e+03,-7.590705e-05,2.550000000000e+00,9.625000000000e-02,1.916375465278e-03
128,128.000000,1.000000,1.991004166667e-02,1.990968888889e-02,2.925350000000e+01,2.058875000000e-02,4,3.907985e-13,2.852163e-12,2.547552e-16,2.669318e-16,2.669318e-16,-1.949661e-08,-1.694066e-18,1.266379e+03,-7.582896e-05,2.550000000000e+00,9.500000000000e-02,1.891420444444e-03
129,129.000000,1.000000,1.990933611111e-02,1.990898333333e-02,2.926170000000e+01,2.059658333333e-02,4,3.197442e-13,2.864597e-12,1.910613e-16,3.203603e-16,3.203603e-16,2.840034e-08,1.504331e-18,1.273229e+03,-7.575132e-05,2.550000000000e+00,1.037500000000e-01,2.065557020833e-03
130,130.000000,1.000000,1.990863055556e-02,1.990827777778e-02,2.926990000000e+01,2.060441666667e-02,4,2.948752e-13,2.878586e-12,2.547408e-16,2.670025e-16,2.670025e-16,-1.612034e-08,2.032879e-19,1.280082e+03,-7.567413e-05,2.550000000000e+00,5.500000000000e-01,1.094955277778e-02
131,131.000000,1.000000,1.990792500000e-02,1.990757222222e-02,2.927810000000e+01,2.061225000000e-02,4,3.161915e-13,2.890355e-12,2.547327e-16,2.670387e-16,2.670387e-16,-1.543640e-08,1.054387e-17,1.286937e+03,-7.559738e-05,2.550000000000e+00,9.625000000000e-02,1.916103826389e-03
132,132.000000,1.000000,1.990721944444e-02,1.990686666667e-02,2.928630000000e+01,2.062008333333e-02,4,4.405365e-13,2.904788e-12,2.547246e-16,2.136602e-16,2.547246e-16,2.574893e-08,8.592302e-18,1.293793e+03,-7.552105e-05,2.550000000000e+00,9.125000000000e-02,1.816501583333e-03
133,133.000000,1.000000,1.990651388889e-02,1.990616111111e-02,2.929450000000e+01,2.062791666667e-02,4,4.334311e-13,2.918776e-12,1.910373e-16,2.136873e-16,2.136873e-16,-3.195623e-08,-6.003770e-18,1.300650e+03,-7.544516e-05,2.550000000000e+00,1.087500000000e-01,2.164795020833e-03
134,134.000000,1.000000,1.990580833333e-02,1.990545555556e-02,2.930270000000e+01,2.063575000000e-02,4,3.055334e-13,2.932543e-12,1.910311e-16,2.671416e-16,2.671416e-16,5.688889e-09,5.705614e-18,1.307507e+03,-7.536969e-05,2.550000000000e+00,1.075000000000e-01,2.139836472222e-03
135,135.000000,1.000000,1.990510277778e-02,1.990475000000e-02,2.931090000000e+01,2.064358333333e-02,4,3.055334e-13,2.946532e-12,2.546998e-16,2.671745e-16,2.671745e-16,-7.730705e-12,2.114194e-18,1.314364e+03,-7.529463e-05,2.550000000000e+00,5.537500000000e-01,1.102225531250e-02
136,136.000000,1.000000,1.990439722222e-02,1.990404444444e-02,2.931910000000e+01,2.065141666667e-02,4,3.907985e-13,2.962075e-12,1.910185e-16,3.206495e-16,3.206495e-16,-9.829364e-10,1.073360e-17,1.321220e+03,-7.521999e-05,2.550000000000e+00,9.125000000000e-02,1.816244055556e-03
137,137.000000,1.000000,1.990369166667e-02,1.990333888889e-02,2.932730000000e+01,2.065925000000e-02,4,5.435652e-13,2.976064e-12,2.546828e-16,2.672417e-16,2.672417e-16,7.017388e-08,1.951564e-18,1.328075e+03,-7.514576e-05,2.550000000000e+00,1.062500000000e-01,2.114729756944e-03
138,138.000000,1.000000,1.990298611111e-02,1.990263333333e-02,2.933550000000e+01,2.066708333333e-02,4,4.192202e-13,2.991385e-12,2.546742e-16,2.672759e-16,2.672759e-16,-1.191211e-09,-1.355253e-17,1.334929e+03,-7.507193e-05,2.550000000000e+00,9.250000000000e-02,1.840993583333e-03
139,139.000000,1.000000,1.990228055556e-02,1.990192777778e-02,2.934370000000e+01,2.067491666667e-02,4,3.623768e-13,3.006040e-12,1.909992e-16,2.673105e-16,2.673105e-16,3.983223e-08,2.420481e-17,1.341780e+03,-7.499850e-05,2.550000000000e+00,9.125000000000e-02,1.816050909722e-03
140,140.000000,1.000000,1.990157500000e-02,1.990122222222e-02,2.935190000000e+01,2.068275000000e-02,4,4.156675e-13,3.021139e-12,1.909926e-16,2.673452e-16,2.673452e-16,-1.022090e-08,4.797595e-18,1.348630e+03,-7.492547e-05,2.550000000000e+00,9.000000000000e-02,1.791110000000e-03
141,141.000000,1.000000,1.990086944444e-02,1.990051666667e-02,2.936010000000e+01,2.069058333333e-02,4,5.933032e-13,3.036904e-12,1.909860e-16,3.208511e-16,3.208511e-16,1.650733e-09,-1.095044e-17,1.355477e+03,-7.485282e-05,2.550000000000e+00,8.875000000000e-02,1.766170854167e-03
142,142.000000,1.000000,1.990016388889e-02,1.989981111111e-02,2.936830000000e+01,2.069841666667e-02,4,4.334311e-13,3.052225e-12,2.546390e-16,2.139256e-16,2.546390e-16,-1.689182e-08,-3.970890e-18,1.362322e+03,-7.478057e-05,2.550000000000e+00,9.000000000000e-02,1.790983000000e-03
143,143.000000,1.000000,1.989945833333e-02,1.989910555556e-02,2.937650000000e+01,2.070625000000e-02,4,5.826450e-13,3.067102e-12,1.909725e-16,2.674385e-16,2.674385e-16,-1.077099e-07,-2.137234e-17,1.369164e+03,-7.470869e-05,2.550000000000e+00,8.875000000000e-02,1.766045618056e-03
144,144.000000,1.000000,1.989875277778e-02,1.989840000000e-02,2.938470000000e+01,2.071408333333e-02,4,4.227729e-13,3.081979e-12,1.909657e-16,2.139763e-16,2.139763e-16,-5.999641e-08,-1.844499e-17,1.376003e+03,-7.463719e-05,2.550000000000e+00,9.000000000000e-02,1.790856000000e-03
145,145.000000,1.000000,1.989804722222e-02,1.989769444444e-02,2.939290000000e+01,2.072191666667e-02,4,4.583001e-13,3.097522e-12,1.909588e-16,2.675027e-16,2.675027e-16,3.200580e-08,2.809439e-17,1.382839e+03,-7.456606e-05,2.550000000000e+00,8.875000000000e-02,1.765920381944e-03
146,146.000000,1.000000,1.989734166667e-02,1.989698888889e-02,2.940110000000e+01,2.072975000000e-02,4,4.760636e-13,3.112843e-12,2.546024e-16,2.140283e-16,2.546024e-16,-9.581299e-09,-6.762711e-18,1.389671e+03,-7.449531e-05,2.550000000000e+00,9.125000000000e-02,1.815600236111e-03
147,147.000000,1.000000,1.989663611111e-02,1.989628333333e-02,2.940930000000e+01,2.073758333333e-02,4,5.435652e-13,3.128164e-12,1.909448e-16,2.675684e-16,2.675684e-16,-1.205535e-08,-5.312591e-18,1.396500e+03,-7.442491e-05,2.550000000000e+00,9.000000000000e-02,1.790665500000e-03
148,148.000000,1.000000,1.989593055556e-02,1.989557777778e-02,2.941750000000e+01,2.074541666667e-02,4,3.410605e-13,3.144152e-12,1.909376e-16,2.676004e-16,2.676004e-16,2.367005e-08,5.949559e-18,1.403326e+03,-7.435488e-05,2.550000000000e+00,9.375000000000e-02,1.865210416667e-03
149,149.000000,1.000000,1.989522500000e-02,1.989487222222e-02,2.942570000000e+01,2.075325000000e-02,4,4.796163e-13,3.159251e-12,2.545739e-16,2.676297e-16,2.676297e-16,3.143668e-09,4.647162e-17,1.410148e+03,-7.428521e-05,2.550000000000e+00,1.050000000000e-01,2.088961583333e-03
150,150.000000,1.000000,1.989451944444e-02,1.989416666667e-02,2.943390000000e+01,2.076108333333e-02,4,4.511946e-13,3.174128e-12,2.545643e-16,2.676594e-16,2.676594e-16,3.449009e-08,1.527370e-17,1.416966e+03,-7.421589e-05,2.550000000000e+00,9.875000000000e-02,1.964548958333e-03
151,151.000000,1.000000,1.989381388889e-02,1.989346111111e-02,2.944210000000e+01,2.076891666667e-02,4,4.796163e-13,3.190115e-12,1.909159e-16,2.676894e-16,2.676894e-16,1.067951e-08,2.339166e-17,1.423780e+03,-7.414692e-05,2.550000000000e+00,1.025000000000e-01,2.039079763889e-03
152,152.000000,1.000000,1.989310833333e-02,1.989275555556e-02,2.945030000000e+01,2.077675000000e-02,4,4.334311e-13,3.204992e-12,1.909083e-16,2.677197e-16,2.677197e-16,-5.543302e-08,7.250602e-18,1.430590e+03,-7.407830e-05,2.550000000000e+00,1.012500000000e-01,2.014141500000e-03
153,153.000000,1.000000,1.989240277778e-02,1.989205000000e-02,2.945850000000e+01,2.078458333333e-02,4,5.080381e-13,3.220979e-12,1.909001e-16,2.677505e-16,2.677505e-16,-1.448848e-08,1.002887e-17,1.437396e+03,-7.401002e-05,2.550000000000e+00,9.875000000000e-02,1.964339937500e-03
154,154.000000,1.000000,1.989169722222e-02,1.989134444444e-02,2.946670000000e+01,2.079241666667e-02,4,4.121148e-13,3.236078e-12,2.545225e-16,2.677815e-16,2.677815e-16,-2.871457e-08,2.715926e-17,1.444198e+03,-7.394208e-05,2.550000000000e+00,1.037500000000e-01,2.063726986111e-03
155,155.000000,1.000000,1.989099166667e-02,1.989063888889e-02,2.947490000000e+01,2.080025000000e-02,4,4.227729e-13,3.251177e-12,2.545114e-16,3.213755e-16,3.213755e-16,-2.678848e-08,2.181957e-18,1.450996e+03,-7.387447e-05,2.550000000000e+00,9.875000000000e-02,1.964200590278e-03
156,156.000000,1.000000,1.989028611111e-02,1.988993333333e-02,2.948310000000e+01,2.080808333333e-02,4,3.907985e-13,3.266942e-12,2.545002e-16,2.678433e-16,2.678433e-16,-9.717269e-09,-7.074419e-18,1.457789e+03,-7.380720e-05,2.550000000000e+00,9.875000000000e-02,1.964130916667e-03
157,157.000000,1.000000,1.988958055556e-02,1.988922777778e-02,2.949130000000e+01,2.081591666667e-02,4,5.400125e-13,3.282707e-12,2.544889e-16,2.678711e-16,2.678711e-16,8.425582e-08,-3.268870e-17,1.464578e+03,-7.374026e-05,2.550000000000e+00,1.000000000000e-01,1.988922777778e-03
158,158.000000,1.000000,1.988887500000e-02,1.988852222222e-02,2.949950000000e+01,2.082375000000e-02,4,4.583001e-13,3.297584e-12,1.908582e-16,3.750590e-16,3.750590e-16,2.987213e-08,-2.412350e-18,1.471363e+03,-7.367364e-05,2.550000000000e+00,9.750000000000e-02,1.939130916667e-03
159,159.000000,1.000000,1.988816944444e-02,1.988781666667e-02,2.950770000000e+01,2.083158333333e-02,4,6.323830e-13,3.312683e-12,1.908496e-16,3.215133e-16,3.215133e-16,1.572630e-08,7.752046e-18,1.478143e+03,-7.360734e-05,2.550000000000e+00,9.875000000000e-02,1.963921895833e-03
160,160.000000,1.000000,1.988746388889e-02,1.988711111111e-02,2.951590000000e+01,2.083941666667e-02,4,5.293543e-13,3.327782e-12,2.544546e-16,3.215478e-16,3.215478e-16,-3.987839e-08,-8.185726e-18,1.484918e+03,-7.354137e-05,2.550000000000e+00,1.025000000000e-01,2.038428888889e-03
161,161.000000,1.000000,1.988675833333e-02,1.988640555556e-02,2.952410000000e+01,2.084725000000e-02,4,3.836931e-13,3.343326e-12,1.908322e-16,3.215827e-16,3.215827e-16,-1.682633e-08,-3.687643e-17,1.491689e+03,-7.347571e-05,2.550000000000e+00,1.050000000000e-01,2.088072583333e-03
162,162.000000,1.000000,1.988605277778e-02,1.988570000000e-02,2.953230000000e+01,2.085508333333e-02,4,5.684342e-13,3.357981e-12,2.544312e-16,2.680150e-16,2.680150e-16,2.997376e-08,4.418124e-18,1.498455e+03,-7.341036e-05,2.550000000000e+00,1.075000000000e-01,2.137712750000e-03
