step,time_s,dt_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_boundary_flux,temperature_balance_residual,moisture_boundary_flux,moisture_balance_residual
13324,13324.000000,1.000000,3,9.151790e-12,9.527179e-11,2.939345e-16,2.741669e-16,2.939345e-16,5.071425e-02,8.972961e-13,-1.310683e-08,-2.563598e-20
13325,13325.000000,1.000000,3,7.837286e-12,9.301970e-11,2.351490e-16,3.290238e-16,3.290238e-16,5.172984e-02,1.153881e-11,-1.310597e-08,-1.946852e-20
13326,13326.000000,1.000000,3,8.000711e-12,9.090362e-11,2.351503e-16,3.290473e-16,3.290473e-16,5.274115e-02,8.242666e-11,-1.310512e-08,1.956613e-20
13327,13327.000000,1.000000,3,9.684697e-12,8.898338e-11,2.351517e-16,3.839127e-16,3.839127e-16,5.374851e-02,-1.045940e-10,-1.310426e-08,2.241659e-20
13328,13328.000000,1.000000,3,6.998846e-12,8.715562e-11,2.939412e-16,3.290943e-16,3.290943e-16,5.475221e-02,-1.980929e-11,-1.310341e-08,5.062014e-20
13329,13329.000000,1.000000,3,1.209344e-11,8.543455e-11,2.351542e-16,3.291178e-16,3.291178e-16,5.575247e-02,-5.732197e-11,-1.310255e-08,-9.716063e-21
13330,13330.000000,1.000000,3,8.029133e-12,8.378276e-11,2.351554e-16,3.291412e-16,3.291412e-16,5.674947e-02,-2.368036e-12,-1.310170e-08,-1.038691e-19
13331,13331.000000,1.000000,3,7.183587e-12,8.220480e-11,2.351566e-16,2.743039e-16,2.743039e-16,5.774335e-02,-1.392012e-11,-1.310085e-08,-4.114727e-20
13332,13332.000000,1.000000,3,8.590462e-12,8.068235e-11,2.351578e-16,3.291881e-16,3.291881e-16,5.873425e-02,1.397361e-10,-1.309999e-08,-4.792354e-20
13333,13333.000000,1.000000,3,8.768097e-12,7.920997e-11,2.351589e-16,3.292115e-16,3.292115e-16,5.972227e-02,-1.618940e-10,-1.309914e-08,-8.905426e-21
13334,13334.000000,1.000000,3,7.283063e-12,7.778289e-11,2.351600e-16,3.292348e-16,3.292348e-16,6.070752e-02,-2.160561e-11,-1.309829e-08,-1.986888e-20
13335,13335.000000,1.000000,3,9.265477e-12,7.639878e-11,2.351611e-16,3.292555e-16,3.292555e-16,6.169009e-02,2.348288e-11,-1.309744e-08,-5.022641e-21
13336,13336.000000,1.000000,3,7.197798e-12,7.505674e-11,2.351622e-16,3.841617e-16,3.841617e-16,6.267004e-02,-1.648545e-11,-1.309658e-08,-4.870439e-20
13337,13337.000000,1.000000,3,9.947598e-12,7.373335e-11,2.351632e-16,3.293021e-16,3.293021e-16,6.364746e-02,3.197954e-11,-1.309573e-08,1.320180e-21
13338,13338.000000,1.000000,3,7.958079e-12,7.244616e-11,2.351642e-16,3.293280e-16,3.293280e-16,6.462241e-02,3.694493e-11,-1.309488e-08,-4.682835e-20
13339,13339.000000,1.000000,3,4.988010e-12,7.119372e-11,2.939565e-16,3.293512e-16,3.293512e-16,6.559494e-02,2.375355e-11,-1.309403e-08,-7.901229e-20
13340,13340.000000,1.000000,3,7.453593e-12,6.996326e-11,2.351645e-16,3.293744e-16,3.293744e-16,6.656512e-02,6.254754e-11,-1.309318e-08,1.337716e-20
13341,13341.000000,1.000000,3,7.347012e-12,6.875156e-11,2.351671e-16,3.293976e-16,3.293976e-16,6.753299e-02,-9.953983e-11,-1.309233e-08,-6.738213e-21
13342,13342.000000,1.000000,3,9.698908e-12,6.757339e-11,2.351681e-16,2.745173e-16,2.745173e-16,6.849860e-02,1.364585e-10,-1.309148e-08,-5.941142e-20
13343,13343.000000,1.000000,3,9.002576e-12,6.640832e-11,2.351690e-16,3.294413e-16,3.294413e-16,6.946199e-02,-5.389608e-11,-1.309063e-08,-8.522773e-20
13344,13344.000000,1.000000,3,7.609913e-12,6.525791e-11,2.351698e-16,3.294670e-16,3.294670e-16,7.042321e-02,-1.427641e-10,-1.308978e-08,-1.607526e-19
13345,13345.000000,1.000000,3,5.734080e-12,6.413714e-11,2.351707e-16,3.294900e-16,3.294900e-16,7.138229e-02,-2.148816e-10,-1.308893e-08,-1.817812e-20
13346,13346.000000,1.000000,3,8.832046e-12,6.302980e-11,2.351715e-16,3.295131e-16,3.295131e-16,7.233928e-02,-2.570277e-12,-1.308808e-08,-4.097853e-21
13347,13347.000000,1.000000,3,5.243805e-12,6.193979e-11,2.351723e-16,3.295336e-16,3.295336e-16,7.329420e-02,-1.755150e-10,-1.308724e-08,7.302681e-20
13348,13348.000000,1.000000,3,1.165290e-11,6.086620e-11,2.351731e-16,3.844855e-16,3.844855e-16,7.424708e-02,1.135467e-10,-1.308639e-08,1.786545e-20
13349,13349.000000,1.000000,3,9.613643e-12,5.980283e-11,2.351722e-16,3.295820e-16,3.295820e-16,7.519797e-02,5.746259e-11,-1.308554e-08,-2.445146e-21
13350,13350.000000,1.000000,3,9.791279e-12,5.875556e-11,2.351730e-16,4.394732e-16,4.394732e-16,7.614688e-02,1.476771e-11,-1.308469e-08,9.624246e-20
13351,13351.000000,1.000000,3,8.057555e-12,5.773004e-11,2.351754e-16,3.296278e-16,3.296278e-16,7.709385e-02,-9.642791e-11,-1.308384e-08,8.462058e-20
13352,13352.000000,1.000000,3,8.952838e-12,5.671041e-11,2.351761e-16,3.845895e-16,3.845895e-16,7.803891e-02,2.079520e-10,-1.308300e-08,6.526620e-20
13353,13353.000000,1.000000,3,6.131984e-12,5.570222e-11,2.351768e-16,3.296734e-16,3.296734e-16,7.898207e-02,-3.018456e-11,-1.308215e-08,-3.330229e-20
13354,13354.000000,1.000000,3,8.490986e-12,5.471668e-11,2.351775e-16,3.296962e-16,3.296962e-16,7.992337e-02,-4.679712e-11,-1.308130e-08,-1.810202e-20
13355,13355.000000,1.000000,3,9.045209e-12,5.372502e-11,2.939727e-16,3.297190e-16,3.297190e-16,8.086283e-02,-9.113643e-11,-1.308046e-08,2.117251e-20
13356,13356.000000,1.000000,3,9.784173e-12,5.274980e-11,2.939715e-16,3.846986e-16,3.846986e-16,8.180046e-02,-8.118375e-11,-1.307961e-08,6.378555e-20
13357,13357.000000,1.000000,3,6.345147e-12,5.179657e-11,2.351795e-16,2.748036e-16,2.748036e-16,8.273630e-02,-2.455700e-11,-1.307876e-08,-1.264263e-19
13358,13358.000000,1.000000,3,9.613643e-12,5.084377e-11,2.351801e-16,3.297870e-16,3.297870e-16,8.367036e-02,4.463081e-11,-1.307792e-08,-4.851249e-20
13359,13359.000000,1.000000,3,8.149925e-12,4.990486e-11,2.351807e-16,3.298074e-16,3.298074e-16,8.460266e-02,8.054245e-11,-1.307707e-08,-9.041084e-21
13360,13360.000000,1.000000,3,5.570655e-12,4.896916e-11,2.351813e-16,3.298300e-16,3.298300e-16,8.553323e-02,-1.808363e-10,-1.307623e-08,-5.727399e-21
13361,13361.000000,1.000000,3,6.288303e-12,4.804435e-11,2.351818e-16,3.298548e-16,3.298548e-16,8.646208e-02,5.382061e-11,-1.307538e-08,-7.222445e-20
13362,13362.000000,1.000000,3,1.147527e-11,4.713374e-11,2.351824e-16,3.298774e-16,3.298774e-16,8.738922e-02,7.827998e-11,-1.307454e-08,-5.700598e-20
13363,13363.000000,1.000000,3,6.409095e-12,4.622469e-11,2.939786e-16,3.298977e-16,3.298977e-16,8.831469e-02,-5.559392e-11,-1.307369e-08,-6.339512e-21
13364,13364.000000,1.000000,3,7.212009e-12,4.533740e-11,2.351834e-16,3.849094e-16,3.849094e-16,8.923849e-02,2.027703e-11,-1.307285e-08,-1.468907e-20
13365,13365.000000,1.000000,3,1.183764e-11,4.444645e-11,2.351839e-16,3.849356e-16,3.849356e-16,9.016064e-02,1.229808e-10,-1.307201e-08,-5.039846e-20
13366,13366.000000,1.000000,3,8.718359e-12,4.356659e-11,2.351844e-16,3.849618e-16,3.849618e-16,9.108115e-02,-1.041564e-10,-1.307116e-08,4.666953e-21
13367,13367.000000,1.000000,3,1.130473e-11,4.269218e-11,2.351849e-16,3.299896e-16,3.299896e-16,9.200005e-02,9.228444e-11,-1.307032e-08,-7.019289e-20
13368,13368.000000,1.000000,3,6.309619e-12,4.182976e-11,2.351853e-16,3.850140e-16,3.850140e-16,9.291735e-02,1.890055e-11,-1.306948e-08,-1.259382e-19
13369,13369.000000,1.000000,3,8.874679e-12,4.097189e-11,2.351857e-16,3.300343e-16,3.300343e-16,9.383306e-02,-5.323497e-11,-1.306863e-08,2.762618e-20
13370,13370.000000,1.000000,3,1.053024e-11,4.012446e-11,2.351861e-16,3.850661e-16,3.850661e-16,9.474720e-02,-3.131995e-12,-1.306779e-08,-5.471634e-20
13371,13371.000000,1.000000,3,6.536993e-12,3.927592e-11,2.351866e-16,2.750657e-16,2.750657e-16,9.565978e-02,-3.341948e-11,-1.306695e-08,7.243124e-20
13372,13372.000000,1.000000,3,7.162271e-12,3.843681e-11,2.351869e-16,3.301011e-16,3.301011e-16,9.657081e-02,-3.204202e-11,-1.306610e-08,-3.635624e-20
13373,13373.000000,1.000000,3,7.247536e-12,3.761191e-11,2.939841e-16,3.301233e-16,3.301233e-16,9.748031e-02,-8.529466e-11,-1.306526e-08,-6.746154e-20
13374,13374.000000,1.000000,3,9.436008e-12,3.678613e-11,2.351877e-16,3.301455e-16,3.301455e-16,9.838829e-02,2.873424e-11,-1.306442e-08,-4.028370e-20
13375,13375.000000,1.000000,3,7.858603e-12,3.596845e-11,2.351880e-16,2.751397e-16,2.751397e-16,9.929476e-02,5.913219e-11,-1.306358e-08,-1.756353e-19
13376,13376.000000,1.000000,3,7.347012e-12,3.515943e-11,2.351883e-16,3.301898e-16,3.301898e-16,1.001997e-01,-1.589512e-11,-1.306274e-08,-5.745927e-20
13377,13377.000000,1.000000,3,7.105427e-12,3.435841e-11,2.351887e-16,3.852472e-16,3.852472e-16,1.011032e-01,1.122761e-10,-1.306190e-08,-7.962606e-20
13378,13378.000000,1.000000,3,8.434142e-12,3.355904e-11,2.939841e-16,3.302339e-16,3.302339e-16,1.020053e-01,1.984247e-10,-1.306106e-08,1.557862e-19
13379,13379.000000,1.000000,3,3.176126e-12,3.276346e-11,2.351892e-16,3.302560e-16,3.302560e-16,1.029058e-01,-5.564363e-11,-1.306022e-08,3.542815e-20
13380,13380.000000,1.000000,3,4.170886e-12,3.197309e-11,2.351878e-16,3.302780e-16,3.302780e-16,1.038049e-01,2.454052e-11,-1.305938e-08,3.262235e-20
13381,13381.000000,1.000000,3,9.002576e-12,5.614087e-11,2.351905e-16,2.752499e-16,2.752499e-16,1.027334e-01,1.008629e-10,-1.305855e-08,1.984241e-20
13382,13382.000000,1.000000,3,1.454481e-11,8.927326e-11,2.351921e-16,3.303219e-16,3.303219e-16,9.972958e-02,6.716447e-11,-1.305773e-08,-6.492044e-20
13383,13383.000000,1.000000,4,2.479794e-12,6.206147e-14,2.351942e-16,4.404584e-16,4.404584e-16,9.678152e-02,-8.475318e-12,-1.305691e-08,4.357257e-20
13384,13384.000000,1.000000,4,3.254286e-12,7.371881e-14,2.351965e-16,3.303657e-16,3.303657e-16,9.386937e-02,-5.744877e-11,-1.305609e-08,-5.209583e-20
13385,13385.000000,1.000000,4,4.234835e-12,7.760459e-14,2.351991e-16,3.303875e-16,3.303875e-16,9.098821e-02,-1.905410e-10,-1.305526e-08,-8.603175e-20
13386,13386.000000,1.000000,4,3.169021e-12,9.758860e-14,2.352020e-16,3.304093e-16,3.304093e-16,8.813310e-02,5.078349e-11,-1.305444e-08,6.825564e-20
13387,13387.000000,1.000000,4,2.621903e-12,9.614531e-14,2.352050e-16,3.304312e-16,3.304312e-16,8.530158e-02,-9.304454e-11,-1.305362e-08,-7.337092e-20
13388,13388.000000,1.000000,4,2.742695e-12,1.036948e-13,2.352083e-16,3.304529e-16,3.304529e-16,8.249122e-02,-8.094045e-11,-1.305280e-08,-9.912932e-20
13389,13389.000000,1.000000,4,2.593481e-12,1.088019e-13,2.352117e-16,2.753956e-16,2.753956e-16,7.970048e-02,-7.945010e-11,-1.305198e-08,-2.719935e-20
13390,13390.000000,1.000000,4,3.588241e-12,1.222356e-13,2.352153e-16,3.855793e-16,3.855793e-16,7.692783e-02,2.798188e-10,-1.305115e-08,-3.732901e-20
13391,13391.000000,1.000000,4,4.177991e-12,1.209033e-13,2.352190e-16,3.305183e-16,3.305183e-16,7.417221e-02,-1.346242e-10,-1.305033e-08,1.471885e-20
13392,13392.000000,1.000000,4,3.346656e-12,1.284528e-13,2.352229e-16,3.305401e-16,3.305401e-16,7.143257e-02,-1.247481e-11,-1.304950e-08,-3.781704e-20
13393,13393.000000,1.000000,4,2.522427e-12,1.313394e-13,2.352270e-16,3.305619e-16,3.305619e-16,6.870809e-02,-7.895723e-11,-1.304868e-08,-9.444748e-20
13394,13394.000000,1.000000,4,2.721379e-12,1.351141e-13,2.352311e-16,3.856810e-16,3.856810e-16,6.599800e-02,2.125037e-10,-1.304785e-08,-1.601256e-20
13395,13395.000000,1.000000,4,2.202682e-12,1.395550e-13,2.940422e-16,3.306056e-16,3.306056e-16,6.330167e-02,-1.182016e-10,-1.304703e-08,2.464833e-20
13396,13396.000000,1.000000,4,3.311129e-12,1.445510e-13,2.352399e-16,3.306276e-16,3.306276e-16,6.061848e-02,-7.806131e-11,-1.304620e-08,-4.946375e-20
13397,13397.000000,1.000000,4,3.439027e-12,1.479927e-13,2.352444e-16,3.306495e-16,3.306495e-16,5.794793e-02,-1.047221e-10,-1.304538e-08,1.044316e-19
13398,13398.000000,1.000000,4,2.579270e-12,1.568745e-13,2.352491e-16,3.306715e-16,3.306715e-16,5.528951e-02,-5.720909e-11,-1.304455e-08,7.114911e-20
13399,13399.000000,1.000000,4,3.751666e-12,1.598721e-13,2.352538e-16,3.306936e-16,3.306936e-16,5.264281e-02,2.442657e-10,-1.304372e-08,4.816011e-20
13400,13400.000000,1.000000,4,3.865352e-12,1.614264e-13,2.352587e-16,3.307157e-16,3.307157e-16,5.000742e-02,-1.973120e-10,-1.304289e-08,5.165577e-20
13401,13401.000000,1.000000,4,3.332445e-12,1.617595e-13,2.352637e-16,3.307380e-16,3.307380e-16,4.738298e-02,1.912784e-10,-1.304207e-08,-1.219099e-20
13402,13402.000000,1.000000,4,3.730349e-12,1.700862e-13,2.352688e-16,3.858869e-16,3.858869e-16,4.476914e-02,5.972070e-12,-1.304124e-08,1.081290e-20
13403,13403.000000,1.000000,4,2.671641e-12,1.810774e-13,2.352740e-16,3.307804e-16,3.307804e-16,4.216559e-02,-9.205317e-12,-1.304041e-08,-5.641206e-20
13404,13404.000000,1.000000,4,2.636114e-12,1.778577e-13,2.352792e-16,3.308050e-16,3.308050e-16,3.957204e-02,3.602704e-11,-1.303958e-08,1.128688e-19
13405,13405.000000,1.000000,4,4.583001e-12,1.849632e-13,2.352846e-16,3.308253e-16,3.308253e-16,3.698822e-02,-1.091349e-10,-1.303875e-08,-4.257333e-20
13406,13406.000000,1.000000,4,4.021672e-12,1.892930e-13,2.352900e-16,2.757084e-16,2.757084e-16,3.441387e-02,-2.301174e-10,-1.303792e-08,-3.475151e-20
13407,13407.000000,1.000000,4,3.403500e-12,1.847411e-13,2.352956e-16,3.308704e-16,3.308704e-16,3.184875e-02,8.043032e-11,-1.303709e-08,4.676548e-20
13408,13408.000000,1.000000,4,2.657430e-12,1.979528e-13,2.941265e-16,2.757462e-16,2.941265e-16,2.929264e-02,2.912263e-11,-1.303626e-08,1.537563e-20
13409,13409.000000,1.000000,4,3.055334e-12,1.968425e-13,2.353069e-16,3.860713e-16,3.860713e-16,2.674532e-02,-2.089316e-11,-1.303543e-08,-3.297969e-20
13410,13410.000000,1.000000,4,4.597212e-12,1.980638e-13,2.941409e-16,3.309412e-16,3.309412e-16,2.420659e-02,8.267506e-11,-1.303460e-08,4.444607e-20
13411,13411.000000,1.000000,4,2.536638e-12,2.047251e-13,2.353186e-16,3.309642e-16,3.309642e-16,2.167627e-02,-3.309932e-12,-1.303376e-08,1.113915e-19
13412,13412.000000,1.000000,4,4.106937e-12,2.097211e-13,2.353246e-16,3.861519e-16,3.861519e-16,1.915417e-02,4.972248e-11,-1.303293e-08,2.967924e-20
13413,13413.000000,1.000000,4,2.188472e-12,2.094991e-13,2.941632e-16,3.861789e-16,3.861789e-16,1.664012e-02,-1.880017e-11,-1.303210e-08,2.604626e-20
13414,13414.000000,1.000000,4,2.849276e-12,2.116085e-13,2.353367e-16,3.310338e-16,3.310338e-16,1.413397e-02,-1.356677e-10,-1.303126e-08,8.689036e-20
13415,13415.000000,1.000000,4,3.339551e-12,2.080558e-13,2.353429e-16,2.758810e-16,2.758810e-16,1.163554e-02,-3.304666e-11,-1.303043e-08,1.082779e-20
13416,13416.000000,1.000000,4,2.380318e-12,2.203793e-13,2.353491e-16,3.862576e-16,3.862576e-16,9.144707e-03,-5.830145e-11,-1.302960e-08,1.003734e-19
13417,13417.000000,1.000000,4,2.906120e-12,2.237099e-13,2.353554e-16,3.862850e-16,3.862850e-16,6.661317e-03,6.392555e-11,-1.302876e-08,3.267860e-20
13418,13418.000000,1.000000,4,2.088996e-12,2.250422e-13,2.353618e-16,2.759399e-16,2.759399e-16,4.185235e-03,5.721231e-11,-1.302793e-08,-1.000640e-19
13419,13419.000000,1.000000,4,2.231104e-12,2.239320e-13,2.353683e-16,3.863435e-16,3.863435e-16,1.716336e-03,5.311407e-11,-1.302709e-08,-2.499574e-20
13420,13420.000000,1.000000,4,2.806644e-12,2.251532e-13,2.353748e-16,3.863680e-16,3.863680e-16,-7.455071e-04,-8.993236e-11,-1.302626e-08,9.087406e-21
13421,13421.000000,1.000000,4,3.041123e-12,2.285949e-13,2.353814e-16,3.311994e-16,3.311994e-16,-3.200411e-03,-1.007582e-11,-1.302542e-08,1.800276e-20
13422,13422.000000,1.000000,4,2.856382e-12,2.269296e-13,2.353881e-16,3.312234e-16,3.312234e-16,-5.648493e-03,9.108946e-11,-1.302458e-08,6.643584e-20
13423,13423.000000,1.000000,4,2.117417e-12,2.357003e-13,2.353948e-16,3.312476e-16,3.312476e-16,-8.089860e-03,1.073440e-10,-1.302375e-08,-7.100353e-20
13424,13424.000000,1.000000,4,2.998490e-12,2.324807e-13,2.354016e-16,3.312718e-16,3.312718e-16,-1.052462e-02,1.164048e-10,-1.302291e-08,-3.179186e-20
13425,13425.000000,1.000000,4,3.694822e-12,2.394751e-13,2.354085e-16,3.312930e-16,3.312930e-16,-1.295287e-02,-2.978593e-10,-1.302207e-08,2.274747e-20
13426,13426.000000,1.000000,4,2.721379e-12,2.386980e-13,2.354137e-16,3.313206e-16,3.313206e-16,-1.537472e-02,1.475557e-10,-1.302124e-08,4.008848e-20
13427,13427.000000,1.000000,4,3.005596e-12,2.445821e-13,2.354224e-16,3.865693e-16,3.865693e-16,-1.779025e-02,7.895961e-11,-1.302040e-08,-2.994394e-20
13428,13428.000000,1.000000,4,2.572165e-12,2.564615e-13,2.354294e-16,3.313698e-16,3.313698e-16,-2.019957e-02,8.178540e-11,-1.301956e-08,-4.463136e-20
13429,13429.000000,1.000000,4,2.437162e-12,2.506884e-13,2.354365e-16,3.313911e-16,3.313911e-16,-2.260275e-02,-4.983886e-11,-1.301872e-08,4.996171e-22
13430,13430.000000,1.000000,4,2.458478e-12,2.527978e-13,2.354437e-16,3.314193e-16,3.314193e-16,-2.499988e-02,-6.868349e-11,-1.301788e-08,4.310604e-20
13431,13431.000000,1.000000,4,4.099832e-12,2.572387e-13,2.354509e-16,3.314442e-16,3.314442e-16,-2.739104e-02,1.084196e-10,-1.301704e-08,2.895132e-22
13432,13432.000000,1.000000,4,2.465583e-12,2.582379e-13,2.354581e-16,3.314692e-16,3.314692e-16,-2.977633e-02,3.330338e-11,-1.301620e-08,-6.518349e-20
13433,13433.000000,1.000000,4,2.131628e-12,2.624567e-13,2.354655e-16,3.314908e-16,3.314908e-16,-3.215580e-02,4.525243e-11,-1.301536e-08,9.321829e-20
13434,13434.000000,1.000000,4,2.110312e-12,2.656764e-13,2.354729e-16,3.867727e-16,3.867727e-16,-3.452955e-02,-1.317539e-10,-1.301452e-08,-3.272492e-20
13435,13435.000000,1.000000,4,1.911360e-12,2.637890e-13,2.354803e-16,3.315448e-16,3.315448e-16,-3.689763e-02,-7.802589e-11,-1.301368e-08,8.355351e-20
13436,13436.000000,1.000000,4,2.792433e-12,2.660094e-13,2.354878e-16,3.868319e-16,3.868319e-16,-3.926013e-02,9.337670e-11,-1.301284e-08,-3.625367e-20
13437,13437.000000,1.000000,4,3.318235e-12,2.605693e-13,2.354953e-16,3.315957e-16,3.315957e-16,-4.161711e-02,-1.750834e-10,-1.301200e-08,5.995074e-20
13438,13438.000000,1.000000,4,3.865352e-12,2.714495e-13,2.355029e-16,3.316213e-16,3.316213e-16,-4.396863e-02,3.982728e-11,-1.301115e-08,-3.088031e-20
13439,13439.000000,1.000000,4,2.664535e-12,2.798872e-13,2.355106e-16,3.316469e-16,3.316469e-16,-4.631477e-02,5.365658e-11,-1.301031e-08,-6.213615e-20
13440,13440.000000,1.000000,4,2.074785e-12,2.733369e-13,2.943957e-16,3.316727e-16,3.316727e-16,-4.865558e-02,1.428348e-11,-1.300947e-08,-6.413297e-20
13441,13441.000000,1.000000,4,3.197442e-12,2.579048e-13,2.355251e-16,3.316986e-16,3.316986e-16,-4.831921e-02,-5.936948e-11,-1.300864e-08,4.981613e-20
13442,13442.000000,1.000000,4,2.344791e-12,2.391420e-13,2.355309e-16,3.317246e-16,3.317246e-16,-4.535799e-02,3.080017e-11,-1.300782e-08,-8.008763e-21
13443,13443.000000,1.000000,4,3.211653e-12,2.196021e-13,2.355364e-16,3.317506e-16,3.317506e-16,-4.246923e-02,2.976436e-11,-1.300700e-08,-2.918790e-20
13444,13444.000000,1.000000,4,3.254286e-12,2.035039e-13,2.355414e-16,3.317768e-16,3.317768e-16,-3.962607e-02,-2.717285e-10,-1.300618e-08,3.378040e-20
13445,13445.000000,1.000000,4,2.735590e-12,1.966205e-13,2.355460e-16,3.871035e-16,3.871035e-16,-3.682185e-02,8.182091e-11,-1.300536e-08,-6.549616e-21
13446,13446.000000,1.000000,4,2.650324e-12,1.874056e-13,2.355504e-16,3.318294e-16,3.318294e-16,-3.404992e-02,-2.857432e-11,-1.300455e-08,-7.890145e-20
13447,13447.000000,1.000000,4,2.721379e-12,1.726397e-13,2.355546e-16,3.318516e-16,3.318516e-16,-3.130698e-02,1.805806e-11,-1.300373e-08,3.375724e-20
13448,13448.000000,1.000000,4,2.472689e-12,1.721956e-13,2.355585e-16,3.871960e-16,3.871960e-16,-2.858975e-02,9.211525e-11,-1.300292e-08,-5.436231e-20
13449,13449.000000,1.000000,4,4.526157e-12,1.622036e-13,2.355622e-16,3.319089e-16,3.319089e-16,-2.589619e-02,-1.198658e-10,-1.300210e-08,5.457241e-20
13450,13450.000000,1.000000,4,2.955858e-12,1.544320e-13,2.944549e-16,3.319355e-16,3.319355e-16,-2.322426e-02,-1.552083e-11,-1.300129e-08,1.524163e-20
13451,13451.000000,1.000000,4,3.851142e-12,1.474376e-13,2.355689e-16,3.319622e-16,3.319622e-16,-2.057255e-02,4.960471e-11,-1.300047e-08,-7.501701e-20
13452,13452.000000,1.000000,4,2.643219e-12,1.383338e-13,2.355721e-16,3.319889e-16,3.319889e-16,-1.793965e-02,2.220765e-11,-1.299966e-08,3.326259e-20
13453,13453.000000,1.000000,4,3.659295e-12,1.316725e-13,2.355750e-16,3.320157e-16,3.320157e-16,-1.532452e-02,-4.874394e-11,-1.299884e-08,2.547716e-22
13454,13454.000000,1.000000,4,2.330580e-12,1.260103e-13,2.355778e-16,3.320424e-16,3.320424e-16,-1.272612e-02,-7.313745e-12,-1.299803e-08,7.252720e-21
13455,13455.000000,1.000000,4,3.154810e-12,1.196820e-13,2.355805e-16,3.320692e-16,3.320692e-16,-1.014362e-02,1.719200e-11,-1.299722e-08,-3.720162e-20
13456,13456.000000,1.000000,4,3.232969e-12,1.213474e-13,2.355830e-16,3.320960e-16,3.320960e-16,-7.576226e-03,1.363215e-10,-1.299641e-08,6.554579e-21
13457,13457.000000,1.000000,4,3.439027e-12,1.108003e-13,2.355854e-16,3.321227e-16,3.321227e-16,-5.023280e-03,-4.030095e-11,-1.299560e-08,5.050434e-20
13458,13458.000000,1.000000,4,3.183231e-12,1.051381e-13,2.355877e-16,3.321495e-16,3.321495e-16,-2.484132e-03,-5.023873e-11,-1.299478e-08,-6.023529e-21
13459,13459.000000,1.000000,4,2.813749e-12,1.032507e-13,2.355898e-16,3.321762e-16,3.321762e-16,4.175520e-05,-5.562608e-11,-1.299397e-08,6.158029e-20
13460,13460.000000,1.000000,4,3.026912e-12,9.936496e-14,2.355918e-16,3.322029e-16,3.322029e-16,2.554917e-03,-1.986757e-10,-1.299316e-08,1.619785e-20
13461,13461.000000,1.000000,4,3.375078e-12,9.037215e-14,2.355937e-16,3.322295e-16,3.322295e-16,5.055804e-03,-1.349987e-10,-1.299235e-08,2.532662e-20
13462,13462.000000,1.000000,4,2.820855e-12,8.570922e-14,2.944922e-16,3.876272e-16,3.876272e-16,7.544868e-03,-4.581265e-11,-1.299155e-08,9.312068e-20
13463,13463.000000,1.000000,4,3.566925e-12,8.337775e-14,2.355972e-16,3.322827e-16,3.322827e-16,1.002249e-02,1.616313e-10,-1.299074e-08,9.155235e-21
13464,13464.000000,1.000000,4,3.808509e-12,7.593925e-14,2.355987e-16,3.323092e-16,3.323092e-16,1.248906e-02,-3.179685e-11,-1.298993e-08,-6.190785e-20
13465,13465.000000,1.000000,4,3.154810e-12,8.071321e-14,2.356002e-16,3.323356e-16,3.323356e-16,1.494491e-02,-3.507726e-11,-1.298912e-08,-9.678013e-21
13466,13466.000000,1.000000,4,3.360867e-12,7.982504e-14,2.945020e-16,3.877557e-16,3.877557e-16,1.739037e-02,9.433829e-12,-1.298831e-08,8.093135e-21
13467,13467.000000,1.000000,3,3.424816e-12,9.611978e-11,2.945014e-16,3.323884e-16,3.323884e-16,1.982572e-02,-3.753595e-12,-1.298751e-08,7.564236e-20
13468,13468.000000,1.000000,3,3.396394e-12,9.122214e-11,2.356040e-16,3.324146e-16,3.324146e-16,2.225127e-02,-1.527009e-10,-1.298670e-08,-1.710874e-19
13469,13469.000000,1.000000,3,3.993250e-12,8.643830e-11,2.356051e-16,3.324409e-16,3.324409e-16,2.466727e-02,-1.496268e-12,-1.298589e-08,-2.244637e-20
13470,13470.000000,1.000000,3,3.950618e-12,8.178358e-11,2.356061e-16,3.324670e-16,3.324670e-16,2.707398e-02,2.960125e-11,-1.298509e-08,-3.611636e-20
13471,13471.000000,1.000000,3,3.993250e-12,7.722523e-11,2.356071e-16,3.324931e-16,3.324931e-16,2.947162e-02,-2.751380e-11,-1.298428e-08,2.483196e-21
13472,13472.000000,1.000000,3,6.600942e-12,7.278933e-11,2.356079e-16,2.770992e-16,2.770992e-16,3.186042e-02,1.736791e-12,-1.298348e-08,-9.955615e-20
13473,13473.000000,1.000000,3,4.689582e-12,6.843137e-11,2.356087e-16,2.771208e-16,2.771208e-16,3.424059e-02,-1.296573e-11,-1.298268e-08,-1.148954e-20
13474,13474.000000,1.000000,3,4.533263e-12,6.418721e-11,2.356093e-16,3.325709e-16,3.325709e-16,3.661233e-02,4.259585e-11,-1.298187e-08,-1.206691e-20
13475,13475.000000,1.000000,3,2.238210e-12,6.002021e-11,2.356099e-16,2.771639e-16,2.771639e-16,3.897583e-02,-4.872948e-11,-1.298107e-08,-6.855673e-20
13476,13476.000000,1.000000,3,5.350387e-12,5.594669e-11,2.356088e-16,3.326223e-16,3.326223e-16,4.133127e-02,-1.157651e-10,-1.298027e-08,5.201643e-20
